building_id,tenant_id,country_code,month,year,rental_amount,currency
B001,T0002,US,10,2018,5671.13,USD
B001,T0002,US,11,2018,5798.35,USD
B001,T0002,US,12,2018,5775.88,USD
B001,T0002,US,1,2019,5646.3,USD
B001,T0002,US,2,2019,5743.01,USD
B001,T0002,US,3,2019,5640.68,USD
B001,T0002,US,4,2019,5660.46,USD
B001,T0002,US,5,2019,5684.62,USD
B001,T0002,US,6,2019,5754.3,USD
B001,T0002,US,7,2019,5708.14,USD
B001,T0002,US,8,2019,5846.51,USD
B001,T0002,US,9,2019,5759.23,USD
B001,T0002,US,10,2019,5877.42,USD
B001,T0002,US,11,2019,5756.86,USD
B001,T0002,US,12,2019,5690.99,USD
B001,T0002,US,1,2020,5864.69,USD
B001,T0002,US,2,2020,5771.37,USD
B001,T0002,US,3,2020,5907.88,USD
B001,T0002,US,4,2020,5736.59,USD
B001,T0002,US,5,2020,5833.02,USD
B001,T0002,US,6,2020,5891.48,USD
B001,T0002,US,7,2020,5862.25,USD
B001,T0002,US,8,2020,5871.27,USD
B001,T0002,US,9,2020,5817.84,USD
B001,T0002,US,10,2020,5929.41,USD
B001,T0002,US,11,2020,5918.03,USD
B001,T0002,US,12,2020,6003.59,USD
B001,T0002,US,1,2021,5815.79,USD
B001,T0002,US,2,2021,5975.09,USD
B001,T0002,US,3,2021,6040.57,USD
B001,T0002,US,4,2021,5823.99,USD
B001,T0002,US,5,2021,5937.28,USD
B001,T0002,US,6,2021,5858.0,USD
B001,T0002,US,7,2021,5859.39,USD
B001,T0002,US,8,2021,5937.12,USD
B001,T0002,US,9,2021,5870.16,USD
B001,T0002,US,10,2021,6020.22,USD
B001,T0002,US,11,2021,6091.3,USD
B001,T0002,US,12,2021,5898.93,USD
B001,T0002,US,1,2022,6138.88,USD
B001,T0002,US,2,2022,5978.05,USD
B001,T0002,US,3,2022,6150.19,USD
B001,T0002,US,4,2022,5957.97,USD
B001,T0002,US,5,2022,6075.91,USD
B001,T0002,US,6,2022,6130.23,USD
B001,T0002,US,7,2022,6019.44,USD
B001,T0002,US,8,2022,6123.41,USD
B001,T0002,US,9,2022,6208.55,USD
B001,T0002,US,10,2022,6053.78,USD
B001,T0002,US,11,2022,6019.53,USD
B001,T0002,US,12,2022,6051.11,USD
B001,T0002,US,1,2023,6210.26,USD
B001,T0002,US,2,2023,6147.4,USD
B001,T0002,US,3,2023,6080.32,USD
B001,T0002,US,4,2023,6224.8,USD
B001,T0002,US,5,2023,6250.27,USD
B001,T0002,US,6,2023,6193.17,USD
B001,T0002,US,7,2023,6289.34,USD
B001,T0002,US,8,2023,6186.46,USD
B001,T0002,US,9,2023,6280.53,USD
B001,T0002,US,10,2023,6256.58,USD
B001,T0002,US,11,2023,6250.88,USD
B001,T0002,US,12,2023,6216.24,USD
B001,T0002,US,1,2024,6333.84,USD
B001,T0002,US,2,2024,6150.14,USD
B001,T0002,US,3,2024,6148.74,USD
B001,T0002,US,4,2024,6289.38,USD
B001,T0002,US,5,2024,6169.62,USD
B001,T0002,US,6,2024,6383.72,USD
B001,T0002,US,7,2024,6396.1,USD
B001,T0002,US,8,2024,6418.06,USD
B001,T0002,US,9,2024,6362.02,USD
B001,T0002,US,10,2024,6200.28,USD
B001,T0002,US,11,2024,6291.13,USD
B001,T0002,US,12,2024,6344.42,USD
B001,T0003,US,1,2015,5802.95,USD
B001,T0003,US,2,2015,5824.7,USD
B001,T0003,US,3,2015,5877.45,USD
B001,T0003,US,4,2015,5710.08,USD
B001,T0003,US,5,2015,5842.97,USD
B001,T0003,US,6,2015,5694.0,USD
B001,T0003,US,7,2015,5694.67,USD
B001,T0003,US,8,2015,5776.12,USD
B001,T0003,US,9,2015,5789.59,USD
B001,T0003,US,10,2015,5757.95,USD
B001,T0003,US,11,2015,5730.43,USD
B001,T0003,US,12,2015,5940.18,USD
B001,T0003,US,1,2016,5936.6,USD
B001,T0003,US,2,2016,5809.47,USD
B001,T0003,US,3,2016,5937.76,USD
B001,T0003,US,4,2016,5950.69,USD
B001,T0003,US,5,2016,5892.9,USD
B001,T0003,US,6,2016,5813.48,USD
B001,T0003,US,7,2016,5953.48,USD
B001,T0003,US,8,2016,5892.63,USD
B001,T0003,US,9,2016,6001.22,USD
B001,T0003,US,10,2016,5884.01,USD
B001,T0003,US,11,2016,5997.65,USD
B001,T0003,US,12,2016,5899.57,USD
B001,T0003,US,1,2017,5973.54,USD
B001,T0003,US,2,2017,6040.45,USD
B001,T0003,US,3,2017,5982.27,USD
B001,T0003,US,4,2017,6085.8,USD
B001,T0003,US,5,2017,6030.06,USD
B001,T0003,US,6,2017,6088.68,USD
B001,T0003,US,7,2017,5930.72,USD
B001,T0003,US,8,2017,6101.58,USD
B001,T0003,US,9,2017,6048.02,USD
B001,T0003,US,10,2017,6088.11,USD
B001,T0003,US,11,2017,6166.81,USD
B001,T0003,US,12,2017,6135.99,USD
B001,T0003,US,1,2018,6133.99,USD
B001,T0003,US,2,2018,6145.19,USD
B001,T0003,US,3,2018,6216.57,USD
B001,T0003,US,4,2018,6137.06,USD
B001,T0003,US,5,2018,6059.19,USD
B001,T0003,US,6,2018,6234.95,USD
B001,T0003,US,7,2018,6050.28,USD
B001,T0003,US,8,2018,6100.13,USD
B001,T0003,US,9,2018,6185.77,USD
B001,T0003,US,10,2018,6243.93,USD
B001,T0003,US,11,2018,6099.0,USD
B001,T0003,US,12,2018,6095.82,USD
B001,T0003,US,1,2019,6192.68,USD
B001,T0003,US,2,2019,6311.96,USD
B001,T0003,US,3,2019,6213.45,USD
B001,T0003,US,4,2019,6332.83,USD
B001,T0003,US,5,2019,6166.08,USD
B001,T0003,US,6,2019,6254.69,USD
B001,T0003,US,7,2019,6181.31,USD
B001,T0003,US,8,2019,6160.22,USD
B001,T0003,US,9,2019,6180.44,USD
B001,T0003,US,10,2019,6413.18,USD
B001,T0003,US,11,2019,6300.89,USD
B001,T0003,US,12,2019,6236.74,USD
B001,T0003,US,1,2020,6379.51,USD
B001,T0003,US,2,2020,6364.11,USD
B001,T0003,US,3,2020,6351.98,USD
B001,T0003,US,4,2020,6320.88,USD
B001,T0003,US,5,2020,6415.9,USD
B001,T0003,US,6,2020,6260.58,USD
B001,T0003,US,7,2020,6336.73,USD
B001,T0003,US,8,2020,6385.23,USD
B001,T0003,US,9,2020,6321.8,USD
B001,T0003,US,10,2020,6371.6,USD
B001,T0003,US,11,2020,6532.38,USD
B001,T0003,US,12,2020,6357.79,USD
B001,T0003,US,1,2021,6380.95,USD
B001,T0003,US,2,2021,6408.29,USD
B001,T0003,US,3,2021,6577.64,USD
B001,T0003,US,4,2021,6420.8,USD
B001,T0003,US,5,2021,6443.58,USD
B001,T0003,US,6,2021,6591.31,USD
B001,T0003,US,7,2021,6586.33,USD
B001,T0003,US,8,2021,6414.13,USD
B001,T0003,US,9,2021,6632.27,USD
B001,T0003,US,10,2021,6599.86,USD
B001,T0003,US,11,2021,6403.73,USD
B001,T0003,US,12,2021,6417.32,USD
B001,T0003,US,1,2022,6495.85,USD
B001,T0003,US,2,2022,6598.23,USD
B001,T0003,US,3,2022,6568.75,USD
B001,T0003,US,4,2022,6472.31,USD
B001,T0003,US,5,2022,6617.59,USD
B001,T0003,US,6,2022,6527.19,USD
B001,T0003,US,7,2022,6584.91,USD
B001,T0003,US,8,2022,6545.17,USD
B001,T0003,US,9,2022,6657.55,USD
B001,T0003,US,10,2022,6549.33,USD
B001,T0003,US,11,2022,6635.63,USD
B001,T0003,US,12,2022,6630.34,USD
B001,T0003,US,1,2023,6620.73,USD
B001,T0003,US,2,2023,6705.05,USD
B001,T0003,US,3,2023,6730.23,USD
B001,T0003,US,4,2023,6693.46,USD
B001,T0003,US,5,2023,6604.83,USD
B001,T0003,US,6,2023,6774.25,USD
B001,T0003,US,7,2023,6719.4,USD
B001,T0003,US,8,2023,6727.71,USD
B001,T0003,US,9,2023,6726.94,USD
B001,T0003,US,10,2023,6675.36,USD
B001,T0003,US,11,2023,6711.4,USD
B001,T0003,US,12,2023,6769.55,USD
B001,T0003,US,1,2024,6709.99,USD
B001,T0003,US,2,2024,6828.75,USD
B001,T0003,US,3,2024,6680.72,USD
B001,T0003,US,4,2024,6924.79,USD
B001,T0003,US,5,2024,6839.39,USD
B001,T0003,US,6,2024,6785.8,USD
B001,T0003,US,7,2024,6750.05,USD
B001,T0003,US,8,2024,6830.79,USD
B001,T0003,US,9,2024,6868.98,USD
B001,T0003,US,10,2024,6969.82,USD
B001,T0003,US,11,2024,6982.59,USD
B001,T0003,US,12,2024,6848.58,USD
B001,T0004,US,1,2015,6283.16,USD
B001,T0004,US,2,2015,6241.14,USD
B001,T0004,US,3,2015,6327.13,USD
B001,T0004,US,4,2015,6242.36,USD
B001,T0004,US,5,2015,6195.41,USD
B001,T0004,US,6,2015,6345.04,USD
B001,T0004,US,7,2015,6167.15,USD
B001,T0004,US,8,2015,6240.24,USD
B001,T0004,US,9,2015,6275.7,USD
B001,T0004,US,10,2015,6298.49,USD
B001,T0004,US,11,2015,6310.93,USD
B001,T0004,US,12,2015,6243.96,USD
B001,T0004,US,1,2016,6313.01,USD
B001,T0004,US,2,2016,6407.0,USD
B001,T0004,US,3,2016,6328.85,USD
B001,T0004,US,4,2016,6476.77,USD
B001,T0004,US,5,2016,6395.54,USD
B001,T0004,US,6,2016,6335.04,USD
B001,T0004,US,7,2016,6293.92,USD
B001,T0004,US,8,2016,6419.15,USD
B001,T0004,US,9,2016,6423.92,USD
B001,T0004,US,10,2016,6493.53,USD
B001,T0004,US,11,2016,6359.52,USD
B001,T0004,US,12,2016,6573.22,USD
B001,T0004,US,1,2017,6453.34,USD
B001,T0004,US,2,2017,6592.31,USD
B001,T0004,US,3,2017,6387.9,USD
B001,T0004,US,4,2017,6564.31,USD
B001,T0004,US,5,2017,6448.07,USD
B001,T0004,US,6,2017,6565.54,USD
B001,T0004,US,7,2017,6543.88,USD
B001,T0004,US,8,2017,6653.65,USD
B001,T0004,US,9,2017,6565.61,USD
B001,T0004,US,10,2017,6434.25,USD
B001,T0004,US,11,2017,6601.6,USD
B001,T0004,US,12,2017,6468.33,USD
B001,T0004,US,1,2018,6575.11,USD
B001,T0004,US,2,2018,6697.15,USD
B001,T0004,US,3,2018,6573.72,USD
B001,T0004,US,4,2018,6679.67,USD
B001,T0004,US,5,2018,6717.31,USD
B001,T0004,US,6,2018,6671.11,USD
B001,T0004,US,7,2018,6660.1,USD
B001,T0004,US,8,2018,6588.24,USD
B001,T0004,US,9,2018,6667.11,USD
B001,T0004,US,10,2018,6619.78,USD
B001,T0004,US,11,2018,6596.67,USD
B001,T0004,US,12,2018,6711.5,USD
B001,T0004,US,1,2019,6725.64,USD
B001,T0004,US,2,2019,6861.69,USD
B001,T0004,US,3,2019,6800.11,USD
B001,T0004,US,4,2019,6627.47,USD
B001,T0004,US,5,2019,6766.35,USD
B001,T0004,US,6,2019,6864.96,USD
B001,T0004,US,7,2019,6680.54,USD
B001,T0004,US,8,2019,6832.62,USD
B001,T0004,US,9,2019,6925.18,USD
B001,T0004,US,10,2019,6753.05,USD
B001,T0004,US,11,2019,6811.59,USD
B001,T0004,US,12,2019,6845.47,USD
B001,T0004,US,1,2020,6916.66,USD
B001,T0004,US,2,2020,6854.87,USD
B001,T0004,US,3,2020,6946.2,USD
B001,T0004,US,4,2020,6850.46,USD
B001,T0004,US,5,2020,6831.86,USD
B001,T0004,US,6,2020,6974.47,USD
B001,T0004,US,7,2020,6808.18,USD
B001,T0004,US,8,2020,6898.65,USD
B001,T0004,US,9,2020,6941.25,USD
B001,T0004,US,10,2020,6860.49,USD
B001,T0004,US,11,2020,6888.28,USD
B001,T0004,US,12,2020,6834.42,USD
B001,T0004,US,1,2021,6853.1,USD
B001,T0004,US,2,2021,6846.88,USD
B001,T0004,US,3,2021,6887.3,USD
B001,T0004,US,4,2021,7034.36,USD
B001,T0004,US,5,2021,6961.64,USD
B001,T0004,US,6,2021,6994.32,USD
B001,T0004,US,7,2021,6953.84,USD
B001,T0004,US,8,2021,7002.37,USD
B001,T0004,US,9,2021,7015.59,USD
B001,T0004,US,10,2021,7092.99,USD
B001,T0004,US,11,2021,7116.81,USD
B001,T0004,US,12,2021,6948.77,USD
B001,T0004,US,1,2022,7169.09,USD
B001,T0004,US,2,2022,7125.68,USD
B001,T0004,US,3,2022,7053.29,USD
B001,T0004,US,4,2022,7218.96,USD
B001,T0004,US,5,2022,7149.2,USD
B001,T0004,US,6,2022,7120.59,USD
B001,T0004,US,7,2022,7207.55,USD
B001,T0004,US,8,2022,7301.06,USD
B001,T0004,US,9,2022,7126.44,USD
B001,T0004,US,10,2022,7065.04,USD
B001,T0004,US,11,2022,7245.64,USD
B001,T0004,US,12,2022,7138.69,USD
B001,T0004,US,1,2023,7171.94,USD
B001,T0004,US,2,2023,7311.29,USD
B001,T0004,US,3,2023,7205.5,USD
B001,T0004,US,4,2023,7230.2,USD
B001,T0004,US,5,2023,7261.4,USD
B001,T0004,US,6,2023,7259.28,USD
B001,T0004,US,7,2023,7310.32,USD
B001,T0004,US,8,2023,7398.11,USD
B001,T0004,US,9,2023,7206.74,USD
B001,T0004,US,10,2023,7310.08,USD
B001,T0004,US,11,2023,7370.74,USD
B001,T0004,US,12,2023,7420.44,USD
B001,T0004,US,1,2024,7486.99,USD
B001,T0004,US,2,2024,7365.93,USD
B001,T0004,US,3,2024,7307.14,USD
B001,T0004,US,4,2024,7355.89,USD
B001,T0004,US,5,2024,7455.06,USD
B001,T0004,US,6,2024,7527.94,USD
B001,T0004,US,7,2024,7325.75,USD
B001,T0004,US,8,2024,7283.19,USD
B001,T0004,US,9,2024,7376.25,USD
B001,T0004,US,10,2024,7357.18,USD
B001,T0004,US,11,2024,7533.29,USD
B001,T0004,US,12,2024,7459.2,USD
B002,T0005,US,1,2015,5016.58,USD
B002,T0005,US,2,2015,5024.41,USD
B002,T0005,US,3,2015,5203.64,USD
B002,T0005,US,4,2015,5208.78,USD
B002,T0005,US,5,2015,5177.43,USD
B002,T0005,US,6,2015,5100.8,USD
B002,T0005,US,7,2015,5100.07,USD
B002,T0005,US,8,2015,5181.92,USD
B002,T0005,US,9,2015,5233.33,USD
B002,T0005,US,10,2015,5081.48,USD
B002,T0005,US,11,2015,5219.03,USD
B002,T0005,US,12,2015,5213.01,USD
B002,T0005,US,1,2016,5244.94,USD
B002,T0005,US,2,2016,5259.58,USD
B002,T0005,US,3,2016,5233.32,USD
B002,T0005,US,4,2016,5159.75,USD
B002,T0005,US,5,2016,5224.98,USD
B002,T0005,US,6,2016,5274.25,USD
B002,T0005,US,7,2016,5190.26,USD
B002,T0005,US,8,2016,5204.07,USD
B002,T0005,US,9,2016,5271.59,USD
B002,T0005,US,10,2016,5305.33,USD
B002,T0005,US,11,2016,5365.17,USD
B002,T0005,US,12,2016,5245.44,USD
B002,T0005,US,1,2017,5210.44,USD
B002,T0005,US,2,2017,5408.0,USD
B002,T0005,US,3,2017,5258.32,USD
B002,T0005,US,4,2017,5311.73,USD
B002,T0005,US,5,2017,5414.76,USD
B002,T0005,US,6,2017,5433.84,USD
B002,T0005,US,7,2017,5303.05,USD
B002,T0005,US,8,2017,5348.02,USD
B002,T0005,US,9,2017,5319.37,USD
B002,T0005,US,10,2017,5344.28,USD
B002,T0005,US,11,2017,5422.0,USD
B002,T0005,US,12,2017,5448.02,USD
B002,T0005,US,1,2018,5314.39,USD
B002,T0005,US,2,2018,5491.13,USD
B002,T0005,US,3,2018,5406.45,USD
B002,T0005,US,4,2018,5504.06,USD
B002,T0005,US,5,2018,5369.14,USD
B002,T0005,US,6,2018,5558.45,USD
B002,T0005,US,7,2018,5562.7,USD
B002,T0005,US,8,2018,5481.51,USD
B002,T0005,US,9,2018,5568.77,USD
B002,T0005,US,10,2018,5404.54,USD
B002,T0005,US,11,2018,5493.7,USD
B002,T0005,US,12,2018,5611.38,USD
B002,T0005,US,1,2019,5429.38,USD
B002,T0005,US,2,2019,5609.73,USD
B002,T0005,US,3,2019,5596.98,USD
B002,T0005,US,4,2019,5428.64,USD
B002,T0005,US,5,2019,5448.35,USD
B002,T0005,US,6,2019,5579.26,USD
B002,T0005,US,7,2019,5582.39,USD
B002,T0005,US,8,2019,5617.02,USD
B002,T0005,US,9,2019,5603.6,USD
B002,T0005,US,10,2019,5594.45,USD
B002,T0005,US,11,2019,5611.18,USD
B002,T0005,US,12,2019,5654.42,USD
B002,T0005,US,1,2020,5554.33,USD
B002,T0005,US,2,2020,5601.53,USD
B002,T0005,US,3,2020,5585.68,USD
B002,T0005,US,4,2020,5598.56,USD
B002,T0005,US,5,2020,5600.46,USD
B002,T0005,US,6,2020,5660.51,USD
B002,T0005,US,7,2020,5715.8,USD
B002,T0005,US,8,2020,5660.32,USD
B002,T0005,US,9,2020,5780.13,USD
B002,T0005,US,10,2020,5621.43,USD
B002,T0005,US,11,2020,5721.84,USD
B002,T0005,US,12,2020,5662.68,USD
B002,T0005,US,1,2021,5633.31,USD
B002,T0005,US,2,2021,5689.83,USD
B002,T0005,US,3,2021,5664.21,USD
B002,T0005,US,4,2021,5748.28,USD
B002,T0005,US,5,2021,5778.12,USD
B002,T0005,US,6,2021,5723.66,USD
B002,T0005,US,7,2021,5696.93,USD
B002,T0005,US,8,2021,5685.12,USD
B002,T0005,US,9,2021,5725.47,USD
B002,T0005,US,10,2021,5678.81,USD
B002,T0005,US,11,2021,5708.36,USD
B002,T0005,US,12,2021,5892.2,USD
B002,T0005,US,1,2022,5717.16,USD
B002,T0005,US,2,2022,5821.58,USD
B002,T0005,US,3,2022,5934.74,USD
B002,T0005,US,4,2022,5754.43,USD
B002,T0005,US,5,2022,5934.85,USD
B002,T0005,US,6,2022,5890.86,USD
B002,T0005,US,7,2022,5755.94,USD
B002,T0005,US,8,2022,5924.33,USD
B002,T0005,US,9,2022,5938.51,USD
B002,T0005,US,10,2022,5820.2,USD
B002,T0005,US,11,2022,5892.37,USD
B002,T0005,US,12,2022,5959.15,USD
B002,T0005,US,1,2023,5941.0,USD
B002,T0005,US,2,2023,5917.54,USD
B002,T0005,US,3,2023,5825.83,USD
B002,T0005,US,4,2023,5947.03,USD
B002,T0005,US,5,2023,6042.16,USD
B002,T0005,US,6,2023,6059.32,USD
B002,T0005,US,7,2023,6052.46,USD
B002,T0005,US,8,2023,5952.56,USD
B002,T0005,US,9,2023,5954.2,USD
B002,T0005,US,10,2023,5898.4,USD
B002,T0005,US,11,2023,6035.05,USD
B002,T0005,US,12,2023,6112.96,USD
B002,T0005,US,1,2024,5921.42,USD
B002,T0005,US,2,2024,5935.83,USD
B002,T0005,US,3,2024,6152.68,USD
B002,T0005,US,4,2024,6156.67,USD
B002,T0005,US,5,2024,5938.85,USD
B002,T0005,US,6,2024,5988.72,USD
B002,T0005,US,7,2024,6180.0,USD
B002,T0005,US,8,2024,5965.56,USD
B002,T0005,US,9,2024,6091.92,USD
B002,T0005,US,10,2024,6095.22,USD
B002,T0005,US,11,2024,5997.18,USD
B002,T0005,US,12,2024,6219.91,USD
B002,T0006,US,1,2015,4317.57,USD
B002,T0006,US,2,2015,4255.03,USD
B002,T0006,US,3,2015,4287.84,USD
B002,T0006,US,4,2015,4323.15,USD
B002,T0006,US,5,2015,4315.66,USD
B002,T0006,US,6,2015,4408.31,USD
B002,T0006,US,7,2015,4392.64,USD
B002,T0006,US,8,2015,4418.67,USD
B002,T0006,US,9,2015,4285.88,USD
B002,T0006,US,10,2015,4327.05,USD
B002,T0006,US,11,2015,4359.64,USD
B002,T0006,US,12,2015,4344.13,USD
B002,T0006,US,1,2016,4446.76,USD
B002,T0006,US,2,2016,4363.09,USD
B002,T0006,US,3,2016,4436.83,USD
B002,T0006,US,4,2016,4421.97,USD
B002,T0006,US,5,2016,4334.21,USD
B002,T0006,US,6,2016,4339.39,USD
B002,T0006,US,7,2016,4446.97,USD
B002,T0006,US,8,2016,4446.83,USD
B002,T0006,US,9,2016,4433.77,USD
B002,T0006,US,10,2016,4515.36,USD
B002,T0006,US,11,2016,4424.95,USD
B002,T0006,US,12,2016,4525.89,USD
B002,T0006,US,1,2017,4451.74,USD
B002,T0006,US,2,2017,4434.69,USD
B002,T0006,US,3,2017,4509.58,USD
B002,T0006,US,4,2017,4472.82,USD
B002,T0006,US,5,2017,4570.44,USD
B002,T0006,US,6,2017,4541.46,USD
B002,T0006,US,7,2017,4530.65,USD
B002,T0006,US,8,2017,4458.78,USD
B002,T0006,US,9,2017,4459.56,USD
